CountryCode,Conference,Year,Delegates
CRI,COP2,1996,13
CIV,COP2,1996,6
HRV,COP2,1996,5
CUB,COP2,1996,5
CYP,COP2,1996,0
CZE,COP2,1996,6
ZAR,COP2,1996,0
DNK,COP2,1996,13
DJI,COP2,1996,1
DMA,COP2,1996,0
DOM,COP2,1996,0
ECU,COP2,1996,2
EGY,COP2,1996,5
SLV,COP2,1996,6
GNQ,COP2,1996,0
ERI,COP2,1996,2
EST,COP2,1996,2
ETH,COP2,1996,2
FJI,COP2,1996,13
FIN,COP2,1996,0
FRA,COP2,1996,14
GAB,COP2,1996,0
GMB,COP2,1996,3
GEO,COP2,1996,2
DEU,COP2,1996,25
GHA,COP2,1996,5
GRC,COP2,1996,7
GRD,COP2,1996,0
GTM,COP2,1996,14
GIN,COP2,1996,4
GNB,COP2,1996,2
GUY,COP2,1996,1
HTI,COP2,1996,0
HND,COP2,1996,4
HUN,COP2,1996,4
ISL,COP2,1996,21
IND,COP2,1996,9
IDN,COP2,1996,23
IRN,COP2,1996,0
IRQ,COP2,1996,0
IRL,COP2,1996,15
ISR,COP2,1996,0
ITA,COP2,1996,14
JAM,COP2,1996,2
JPN,COP2,1996,31
JOR,COP2,1996,3
KAZ,COP2,1996,0
KEN,COP2,1996,9
KIR,COP2,1996,4
KWT,COP2,1996,12
KGZ,COP2,1996,0
LAO,COP2,1996,3
LVA,COP2,1996,2
LBN,COP2,1996,2
LSO,COP2,1996,4
LBR,COP2,1996,0
LBY,COP2,1996,0
LIE,COP2,1996,3
LTU,COP2,1996,3
LUX,COP2,1996,3
MKD,COP2,1996,0
MDG,COP2,1996,0
MWI,COP2,1996,3
MYS,COP2,1996,4
MDV,COP2,1996,3
MLI,COP2,1996,3
MLT,COP2,1996,3
MHL,COP2,1996,2
MRT,COP2,1996,3
MUS,COP2,1996,6
MEX,COP2,1996,10
FSM,COP2,1996,5
MCO,COP2,1996,2
MNG,COP2,1996,2
MNE,COP2,1996,0
MAR,COP2,1996,7
MOZ,COP2,1996,0
MMR,COP2,1996,5
NAM,COP2,1996,2
NRU,COP2,1996,0
NPL,COP2,1996,4
NLD,COP2,1996,15
NZL,COP2,1996,10
NIC,COP2,1996,0
NER,COP2,1996,2
NGA,COP2,1996,7
NOR,COP2,1996,12
OMN,COP2,1996,5
PAK,COP2,1996,2
PLW,COP2,1996,0
PAN,COP2,1996,5
PNG,COP2,1996,0
PRY,COP2,1996,2
PER,COP2,1996,6
PHL,COP2,1996,8
POL,COP2,1996,11
PRT,COP2,1996,10
QAT,COP2,1996,8
KOR,COP2,1996,16
MDA,COP2,1996,1
ROM,COP2,1996,4
RUS,COP2,1996,15
RWA,COP2,1996,0
KNA,COP2,1996,2
LCA,COP2,1996,2
VCT,COP2,1996,0
WSM,COP2,1996,2
SMR,COP2,1996,0
STP,COP2,1996,0
SAU,COP2,1996,12
SEN,COP2,1996,6
SCG,COP2,1996,0
SYC,COP2,1996,0
SLE,COP2,1996,2
SGP,COP2,1996,0
SVK,COP2,1996,4
SVN,COP2,1996,3
SLB,COP2,1996,1
SOM,COP2,1996,0
ZAF,COP2,1996,0
ESP,COP2,1996,8
LKA,COP2,1996,6
SDN,COP2,1996,2
SUR,COP2,1996,0
SWZ,COP2,1996,0
SWE,COP2,1996,14
CHE,COP2,1996,26
SYR,COP2,1996,4
TJK,COP2,1996,0
THA,COP2,1996,9
TMP,COP2,1996,0
TGO,COP2,1996,3
TON,COP2,1996,0
TTO,COP2,1996,3
TUN,COP2,1996,5
TUR,COP2,1996,0
TKM,COP2,1996,2
TUV,COP2,1996,0
UGA,COP2,1996,3
UKR,COP2,1996,0
ARE,COP2,1996,8
GBR,COP2,1996,18
TZA,COP2,1996,8
USA,COP2,1996,28
URY,COP2,1996,5
UZB,COP2,1996,1
VUT,COP2,1996,2
VEN,COP2,1996,17
VNM,COP2,1996,4
YEM,COP2,1996,5
ZMB,COP2,1996,5
ZWE,COP2,1996,18
AFG,COP20,2014,3
ALB,COP20,2014,3
DZA,COP20,2014,21
AGO,COP20,2014,24
ATG,COP20,2014,3
ARG,COP20,2014,26
ARM,COP20,2014,3
AUS,COP20,2014,29
AUT,COP20,2014,29
AZE,COP20,2014,2
BHS,COP20,2014,2
BHR,COP20,2014,2
BGD,COP20,2014,18
BRB,COP20,2014,2
BLR,COP20,2014,2
BEL,COP20,2014,46
BLZ,COP20,2014,18
BEN,COP20,2014,8
BTN,COP20,2014,9
BOL,COP20,2014,43
BIH,COP20,2014,0
BWA,COP20,2014,13
BRA,COP20,2014,286
BRN,COP20,2014,12
BGR,COP20,2014,4
BFA,COP20,2014,12
BDI,COP20,2014,12
CPV,COP20,2014,8
KHM,COP20,2014,12
CMR,COP20,2014,17
CAN,COP20,2014,68
CAF,COP20,2014,3
TCD,COP20,2014,5
CHL,COP20,2014,134
CHN,COP20,2014,88
COL,COP20,2014,41
COM,COP20,2014,3
COG,COP20,2014,10
COK,COP20,2014,7
CRI,COP20,2014,33
CIV,COP20,2014,7
HRV,COP20,2014,5
CUB,COP20,2014,15
CYP,COP20,2014,3
CZE,COP20,2014,15
ZAR,COP20,2014,41
DNK,COP20,2014,39
DJI,COP20,2014,3
DMA,COP20,2014,0
DOM,COP20,2014,27
ECU,COP20,2014,57
EGY,COP20,2014,21
SLV,COP20,2014,28
GNQ,COP20,2014,4
ERI,COP20,2014,0
EST,COP20,2014,6
ETH,COP20,2014,50
FJI,COP20,2014,15
FIN,COP20,2014,42
FRA,COP20,2014,166
GAB,COP20,2014,12
GMB,COP20,2014,16
GEO,COP20,2014,5
DEU,COP20,2014,64
GHA,COP20,2014,26
GRC,COP20,2014,9
GRD,COP20,2014,4
GTM,COP20,2014,21
GIN,COP20,2014,11
GNB,COP20,2014,5
GUY,COP20,2014,6
HTI,COP20,2014,3
HND,COP20,2014,23
HUN,COP20,2014,6
ISL,COP20,2014,4
IND,COP20,2014,31
IDN,COP20,2014,59
IRN,COP20,2014,6
IRQ,COP20,2014,16
IRL,COP20,2014,15
ISR,COP20,2014,14
ITA,COP20,2014,55
JAM,COP20,2014,9
JPN,COP20,2014,89
JOR,COP20,2014,7
KAZ,COP20,2014,9
KEN,COP20,2014,52
KIR,COP20,2014,11
KWT,COP20,2014,17
KGZ,COP20,2014,6
LAO,COP20,2014,8
LVA,COP20,2014,17
LBN,COP20,2014,8
LSO,COP20,2014,7
LBR,COP20,2014,7
LBY,COP20,2014,2
LIE,COP20,2014,4
LTU,COP20,2014,7
LUX,COP20,2014,11
MKD,COP20,2014,0
MDG,COP20,2014,6
MWI,COP20,2014,25
MYS,COP20,2014,24
MDV,COP20,2014,6
MLI,COP20,2014,9
MLT,COP20,2014,6
MHL,COP20,2014,9
MRT,COP20,2014,5
MUS,COP20,2014,1
MEX,COP20,2014,71
FSM,COP20,2014,5
MCO,COP20,2014,7
MNG,COP20,2014,5
MNE,COP20,2014,1
MAR,COP20,2014,41
MOZ,COP20,2014,25
MMR,COP20,2014,5
NAM,COP20,2014,33
NRU,COP20,2014,20
NPL,COP20,2014,24
NLD,COP20,2014,15
NZL,COP20,2014,18
NIC,COP20,2014,5
NER,COP20,2014,22
NGA,COP20,2014,50
NOR,COP20,2014,48
OMN,COP20,2014,10
PAK,COP20,2014,16
PLW,COP20,2014,19
PAN,COP20,2014,41
PNG,COP20,2014,7
PRY,COP20,2014,28
PER,COP20,2014,266
PHL,COP20,2014,34
POL,COP20,2014,24
PRT,COP20,2014,12
QAT,COP20,2014,20
KOR,COP20,2014,81
MDA,COP20,2014,1
ROM,COP20,2014,9
RUS,COP20,2014,34
RWA,COP20,2014,4
KNA,COP20,2014,4
LCA,COP20,2014,6
VCT,COP20,2014,1
WSM,COP20,2014,4
SMR,COP20,2014,0
STP,COP20,2014,6
SAU,COP20,2014,34
SEN,COP20,2014,26
SRB,COP20,2014,1
SYC,COP20,2014,9
SLE,COP20,2014,14
SGP,COP20,2014,25
SVK,COP20,2014,7
SVN,COP20,2014,4
SLB,COP20,2014,11
SOM,COP20,2014,1
ZAF,COP20,2014,80
ESP,COP20,2014,23
LKA,COP20,2014,7
SDN,COP20,2014,22
SUR,COP20,2014,9
SWZ,COP20,2014,4
SWE,COP20,2014,38
CHE,COP20,2014,23
SYR,COP20,2014,0
TJK,COP20,2014,4
THA,COP20,2014,49
TMP,COP20,2014,6
TGO,COP20,2014,16
TON,COP20,2014,4
TTO,COP20,2014,5
TUN,COP20,2014,9
TUR,COP20,2014,53
TKM,COP20,2014,0
TUV,COP20,2014,19
UGA,COP20,2014,49
UKR,COP20,2014,9
ARE,COP20,2014,21
GBR,COP20,2014,36
TZA,COP20,2014,60
USA,COP20,2014,97
URY,COP20,2014,18
UZB,COP20,2014,1
VUT,COP20,2014,0
VEN,COP20,2014,30
VNM,COP20,2014,47
YEM,COP20,2014,4
ZMB,COP20,2014,33
ZWE,COP20,2014,12
AFG,COP21,2015,26
ALB,COP21,2015,21
DZA,COP21,2015,44
AGO,COP21,2015,71
ATG,COP21,2015,9
ARG,COP21,2015,23
ARM,COP21,2015,27
AUS,COP21,2015,45
AUT,COP21,2015,43
AZE,COP21,2015,66
BHS,COP21,2015,24
BHR,COP21,2015,31
BGD,COP21,2015,44
BRB,COP21,2015,10
BLR,COP21,2015,11
BEL,COP21,2015,74
BLZ,COP21,2015,18
BEN,COP21,2015,137
BTN,COP21,2015,17
BOL,COP21,2015,26
BIH,COP21,2015,12
BWA,COP21,2015,39
BRA,COP21,2015,217
BRN,COP21,2015,10
BGR,COP21,2015,25
BFA,COP21,2015,204
BDI,COP21,2015,49
CPV,COP21,2015,25
KHM,COP21,2015,40
CMR,COP21,2015,167
CAN,COP21,2015,287
CAF,COP21,2015,50
TCD,COP21,2015,86
CHL,COP21,2015,149
CHN,COP21,2015,268
COL,COP21,2015,78
COM,COP21,2015,70
COG,COP21,2015,175
COK,COP21,2015,14
CRI,COP21,2015,45
CIV,COP21,2015,215
HRV,COP21,2015,25
CUB,COP21,2015,27
CYP,COP21,2015,16
CZE,COP21,2015,49
ZAR,COP21,2015,202
DNK,COP21,2015,102
DJI,COP21,2015,62
DMA,COP21,2015,5
DOM,COP21,2015,88
ECU,COP21,2015,46
EGY,COP21,2015,84
SLV,COP21,2015,29
GNQ,COP21,2015,95
ERI,COP21,2015,3
EST,COP21,2015,22
ETH,COP21,2015,64
FJI,COP21,2015,43
FIN,COP21,2015,74
FRA,COP21,2015,383
GAB,COP21,2015,32
GMB,COP21,2015,40
GEO,COP21,2015,43
DEU,COP21,2015,117
GHA,COP21,2015,126
GRC,COP21,2015,26
GRD,COP21,2015,11
GTM,COP21,2015,55
GIN,COP21,2015,99
GNB,COP21,2015,25
GUY,COP21,2015,11
HTI,COP21,2015,15
HND,COP21,2015,70
HUN,COP21,2015,36
ISL,COP21,2015,17
IND,COP21,2015,185
IDN,COP21,2015,187
IRN,COP21,2015,17
IRQ,COP21,2015,68
IRL,COP21,2015,49
ISR,COP21,2015,77
ITA,COP21,2015,78
JAM,COP21,2015,12
JPN,COP21,2015,167
JOR,COP21,2015,26
KAZ,COP21,2015,40
KEN,COP21,2015,96
KIR,COP21,2015,28
KWT,COP21,2015,36
KGZ,COP21,2015,61
LAO,COP21,2015,20
LVA,COP21,2015,26
LBN,COP21,2015,43
LSO,COP21,2015,27
LBR,COP21,2015,45
LBY,COP21,2015,5
LIE,COP21,2015,6
LTU,COP21,2015,30
LUX,COP21,2015,49
MKD,COP21,2015,22
MDG,COP21,2015,91
MWI,COP21,2015,40
MYS,COP21,2015,37
MDV,COP21,2015,24
MLI,COP21,2015,130
MLT,COP21,2015,17
MHL,COP21,2015,36
MRT,COP21,2015,115
MUS,COP21,2015,13
MEX,COP21,2015,27
FSM,COP21,2015,22
MCO,COP21,2015,27
MNG,COP21,2015,31
MNE,COP21,2015,15
MAR,COP21,2015,355
MOZ,COP21,2015,64
MMR,COP21,2015,27
NAM,COP21,2015,93
NRU,COP21,2015,13
NPL,COP21,2015,29
NLD,COP21,2015,36
NZL,COP21,2015,36
NIC,COP21,2015,10
NER,COP21,2015,142
NGA,COP21,2015,86
NOR,COP21,2015,69
OMN,COP21,2015,26
PAK,COP21,2015,73
PLW,COP21,2015,41
PAN,COP21,2015,54
PNG,COP21,2015,56
PRY,COP21,2015,57
PER,COP21,2015,252
PHL,COP21,2015,138
POL,COP21,2015,46
PRT,COP21,2015,36
QAT,COP21,2015,87
KOR,COP21,2015,204
MDA,COP21,2015,17
ROM,COP21,2015,21
RUS,COP21,2015,260
RWA,COP21,2015,20
KNA,COP21,2015,8
LCA,COP21,2015,19
VCT,COP21,2015,10
WSM,COP21,2015,10
SMR,COP21,2015,6
STP,COP21,2015,18
SAU,COP21,2015,35
SEN,COP21,2015,211
SRB,COP21,2015,12
SYC,COP21,2015,44
SLE,COP21,2015,38
SGP,COP21,2015,32
SVK,COP21,2015,33
SVN,COP21,2015,29
SLB,COP21,2015,22
SOM,COP21,2015,10
ZAF,COP21,2015,143
ESP,COP21,2015,46
LKA,COP21,2015,45
SDN,COP21,2015,76
SUR,COP21,2015,11
SWZ,COP21,2015,22
SWE,COP21,2015,60
CHE,COP21,2015,31
SYR,COP21,2015,2
TJK,COP21,2015,15
THA,COP21,2015,89
TMP,COP21,2015,15
TGO,COP21,2015,112
TON,COP21,2015,16
TTO,COP21,2015,3
TUN,COP21,2015,49
TUR,COP21,2015,125
TKM,COP21,2015,7
TUV,COP21,2015,35
UGA,COP21,2015,93
UKR,COP21,2015,39
ARE,COP21,2015,127
GBR,COP21,2015,93
TZA,COP21,2015,17
USA,COP21,2015,147
URY,COP21,2015,17
UZB,COP21,2015,4
VUT,COP21,2015,31
VEN,COP21,2015,42
VNM,COP21,2015,124
YEM,COP21,2015,14
ZMB,COP21,2015,52
ZWE,COP21,2015,84
AFG,COP3,1997,0
ALB,COP3,1997,1
DZA,COP3,1997,5
AGO,COP3,1997,0
ATG,COP3,1997,2
ARG,COP3,1997,20
ARM,COP3,1997,2
AUS,COP3,1997,37
AUT,COP3,1997,13
AZE,COP3,1997,2
BHS,COP3,1997,3
BHR,COP3,1997,4
BGD,COP3,1997,6
BRB,COP3,1997,3
BLR,COP3,1997,0
BEL,COP3,1997,11
BLZ,COP3,1997,3
BEN,COP3,1997,3
BTN,COP3,1997,4
BOL,COP3,1997,6
BIH,COP3,1997,0
BWA,COP3,1997,4
BRA,COP3,1997,14
BRN,COP3,1997,0
BGR,COP3,1997,3
BFA,COP3,1997,3
BDI,COP3,1997,2
CPV,COP3,1997,2
KHM,COP3,1997,2
CMR,COP3,1997,3
CAN,COP3,1997,63
CAF,COP3,1997,2
TCD,COP3,1997,0
CHL,COP3,1997,7
CHN,COP3,1997,18
COL,COP3,1997,9
COM,COP3,1997,1
COG,COP3,1997,3
COK,COP3,1997,4
CRI,COP3,1997,22
CIV,COP3,1997,4
HRV,COP3,1997,5
CUB,COP3,1997,5
CYP,COP3,1997,0
CZE,COP3,1997,4
ZAR,COP3,1997,5
DNK,COP3,1997,29
DJI,COP3,1997,2
DMA,COP3,1997,2
DOM,COP3,1997,0
ECU,COP3,1997,2
EGY,COP3,1997,6
SLV,COP3,1997,2
GNQ,COP3,1997,0
ERI,COP3,1997,2
EST,COP3,1997,3
ETH,COP3,1997,2
FJI,COP3,1997,2
FIN,COP3,1997,29
FRA,COP3,1997,30
GAB,COP3,1997,0
GMB,COP3,1997,5
GEO,COP3,1997,4
DEU,COP3,1997,43
GHA,COP3,1997,5
GRC,COP3,1997,9
GRD,COP3,1997,1
GTM,COP3,1997,5
GIN,COP3,1997,3
GNB,COP3,1997,2
GUY,COP3,1997,0
HTI,COP3,1997,0
HND,COP3,1997,3
HUN,COP3,1997,4
ISL,COP3,1997,7
IND,COP3,1997,10
IDN,COP3,1997,24
IRN,COP3,1997,12
IRQ,COP3,1997,0
IRL,COP3,1997,8
ISR,COP3,1997,4
ITA,COP3,1997,34
JAM,COP3,1997,2
JPN,COP3,1997,165
JOR,COP3,1997,6
KAZ,COP3,1997,4
KEN,COP3,1997,6
KIR,COP3,1997,5
KWT,COP3,1997,8
KGZ,COP3,1997,0
LAO,COP3,1997,3
LVA,COP3,1997,3
LBN,COP3,1997,2
LSO,COP3,1997,3
LBR,COP3,1997,0
LBY,COP3,1997,0
LIE,COP3,1997,1
LTU,COP3,1997,2
LUX,COP3,1997,14
MKD,COP3,1997,0
MDG,COP3,1997,0
MWI,COP3,1997,6
MYS,COP3,1997,6
MDV,COP3,1997,2
MLI,COP3,1997,3
MLT,COP3,1997,1
MHL,COP3,1997,8
MRT,COP3,1997,1
MUS,COP3,1997,4
MEX,COP3,1997,16
FSM,COP3,1997,15
MCO,COP3,1997,1
MNG,COP3,1997,4
MNE,COP3,1997,0
MAR,COP3,1997,6
MOZ,COP3,1997,3
MMR,COP3,1997,4
NAM,COP3,1997,0
NRU,COP3,1997,6
NPL,COP3,1997,1
NLD,COP3,1997,31
NZL,COP3,1997,13
NIC,COP3,1997,4
NER,COP3,1997,3
NGA,COP3,1997,13
NOR,COP3,1997,23
OMN,COP3,1997,0
PAK,COP3,1997,4
PLW,COP3,1997,0
PAN,COP3,1997,6
PNG,COP3,1997,9
PRY,COP3,1997,5
PER,COP3,1997,11
PHL,COP3,1997,14
POL,COP3,1997,6
PRT,COP3,1997,9
QAT,COP3,1997,9
KOR,COP3,1997,25
MDA,COP3,1997,0
ROM,COP3,1997,3
RUS,COP3,1997,6
RWA,COP3,1997,0
KNA,COP3,1997,1
LCA,COP3,1997,2
VCT,COP3,1997,0
WSM,COP3,1997,5
SMR,COP3,1997,0
STP,COP3,1997,0
SAU,COP3,1997,16
SEN,COP3,1997,8
SCG,COP3,1997,0
SYC,COP3,1997,2
SLE,COP3,1997,0
SGP,COP3,1997,6
SVK,COP3,1997,5
SVN,COP3,1997,4
SLB,COP3,1997,4
SOM,COP3,1997,0
ZAF,COP3,1997,10
ESP,COP3,1997,8
LKA,COP3,1997,1
SDN,COP3,1997,2
SUR,COP3,1997,0
SWZ,COP3,1997,2
SWE,COP3,1997,24
CHE,COP3,1997,19
SYR,COP3,1997,7
TJK,COP3,1997,0
THA,COP3,1997,12
TMP,COP3,1997,0
TGO,COP3,1997,3
TON,COP3,1997,0
TTO,COP3,1997,1
TUN,COP3,1997,4
TUR,COP3,1997,0
TKM,COP3,1997,2
TUV,COP3,1997,7
UGA,COP3,1997,3
UKR,COP3,1997,8
ARE,COP3,1997,10
GBR,COP3,1997,27
TZA,COP3,1997,10
USA,COP3,1997,99
URY,COP3,1997,4
UZB,COP3,1997,2
VUT,COP3,1997,5
VEN,COP3,1997,10
VNM,COP3,1997,4
YEM,COP3,1997,3
ZMB,COP3,1997,6
ZWE,COP3,1997,8
AFG,COP4,1998,0
ALB,COP4,1998,1
DZA,COP4,1998,3
AGO,COP4,1998,0
ATG,COP4,1998,2
ARG,COP4,1998,126
ARM,COP4,1998,3
AUS,COP4,1998,29
AUT,COP4,1998,32
AZE,COP4,1998,0
BHS,COP4,1998,2
BHR,COP4,1998,0
BGD,COP4,1998,2
BRB,COP4,1998,2
BLR,COP4,1998,0
BEL,COP4,1998,7
BLZ,COP4,1998,3
BEN,COP4,1998,3
BTN,COP4,1998,2
BOL,COP4,1998,12
BIH,COP4,1998,0
BWA,COP4,1998,4
BRA,COP4,1998,33
BRN,COP4,1998,0
BGR,COP4,1998,2
BFA,COP4,1998,2
BDI,COP4,1998,1
CPV,COP4,1998,0
KHM,COP4,1998,2
CMR,COP4,1998,1
CAN,COP4,1998,44
CAF,COP4,1998,2
TCD,COP4,1998,0
CHL,COP4,1998,19
CHN,COP4,1998,21
COL,COP4,1998,11
COM,COP4,1998,1
COG,COP4,1998,2
COK,COP4,1998,3
CRI,COP4,1998,8
CIV,COP4,1998,1
HRV,COP4,1998,5
CUB,COP4,1998,6
CYP,COP4,1998,2
CZE,COP4,1998,6
ZAR,COP4,1998,0
DNK,COP4,1998,27
DJI,COP4,1998,2
DMA,COP4,1998,0
DOM,COP4,1998,0
ECU,COP4,1998,11
EGY,COP4,1998,4
SLV,COP4,1998,4
GNQ,COP4,1998,0
ERI,COP4,1998,2
EST,COP4,1998,3
ETH,COP4,1998,2
FJI,COP4,1998,2
FIN,COP4,1998,30
FRA,COP4,1998,34
GAB,COP4,1998,0
GMB,COP4,1998,4
GEO,COP4,1998,4
DEU,COP4,1998,28
GHA,COP4,1998,6
GRC,COP4,1998,10
GRD,COP4,1998,2
GTM,COP4,1998,8
GIN,COP4,1998,0
GNB,COP4,1998,2
GUY,COP4,1998,3
HTI,COP4,1998,2
HND,COP4,1998,2
HUN,COP4,1998,6
ISL,COP4,1998,7
IND,COP4,1998,8
IDN,COP4,1998,14
IRN,COP4,1998,5
IRQ,COP4,1998,0
IRL,COP4,1998,13
ISR,COP4,1998,5
ITA,COP4,1998,33
JAM,COP4,1998,2
JPN,COP4,1998,35
JOR,COP4,1998,4
KAZ,COP4,1998,6
KEN,COP4,1998,5
KIR,COP4,1998,4
KWT,COP4,1998,9
KGZ,COP4,1998,0
LAO,COP4,1998,2
LVA,COP4,1998,6
LBN,COP4,1998,2
LSO,COP4,1998,2
LBR,COP4,1998,0
LBY,COP4,1998,0
LIE,COP4,1998,0
LTU,COP4,1998,5
LUX,COP4,1998,1
MKD,COP4,1998,0
MDG,COP4,1998,0
MWI,COP4,1998,3
MYS,COP4,1998,9
MDV,COP4,1998,2
MLI,COP4,1998,3
MLT,COP4,1998,0
MHL,COP4,1998,2
MRT,COP4,1998,2
MUS,COP4,1998,1
MEX,COP4,1998,20
FSM,COP4,1998,9
MCO,COP4,1998,2
MNG,COP4,1998,1
MNE,COP4,1998,0
MAR,COP4,1998,11
MOZ,COP4,1998,0
MMR,COP4,1998,2
NAM,COP4,1998,1
NRU,COP4,1998,3
NPL,COP4,1998,2
NLD,COP4,1998,17
NZL,COP4,1998,13
NIC,COP4,1998,5
NER,COP4,1998,2
NGA,COP4,1998,9
NOR,COP4,1998,23
OMN,COP4,1998,4
PAK,COP4,1998,2
PLW,COP4,1998,0
PAN,COP4,1998,5
PNG,COP4,1998,3
PRY,COP4,1998,12
PER,COP4,1998,11
PHL,COP4,1998,13
POL,COP4,1998,12
PRT,COP4,1998,11
QAT,COP4,1998,6
KOR,COP4,1998,9
MDA,COP4,1998,1
ROM,COP4,1998,5
RUS,COP4,1998,8
RWA,COP4,1998,0
KNA,COP4,1998,0
LCA,COP4,1998,2
VCT,COP4,1998,0
WSM,COP4,1998,2
SMR,COP4,1998,0
STP,COP4,1998,0
SAU,COP4,1998,16
SEN,COP4,1998,7
SCG,COP4,1998,0
SYC,COP4,1998,3
SLE,COP4,1998,2
SGP,COP4,1998,3
SVK,COP4,1998,3
SVN,COP4,1998,6
SLB,COP4,1998,3
SOM,COP4,1998,0
ZAF,COP4,1998,17
ESP,COP4,1998,12
LKA,COP4,1998,1
SDN,COP4,1998,5
SUR,COP4,1998,0
SWZ,COP4,1998,2
SWE,COP4,1998,25
CHE,COP4,1998,12
SYR,COP4,1998,6
TJK,COP4,1998,0
THA,COP4,1998,13
TMP,COP4,1998,0
TGO,COP4,1998,3
TON,COP4,1998,0
TTO,COP4,1998,3
TUN,COP4,1998,3
TUR,COP4,1998,0
TKM,COP4,1998,3
TUV,COP4,1998,5
UGA,COP4,1998,4
UKR,COP4,1998,5
ARE,COP4,1998,6
GBR,COP4,1998,34
TZA,COP4,1998,7
USA,COP4,1998,83
URY,COP4,1998,4
UZB,COP4,1998,2
VUT,COP4,1998,0
VEN,COP4,1998,11
VNM,COP4,1998,3
YEM,COP4,1998,0
ZMB,COP4,1998,2
ZWE,COP4,1998,6
AFG,COP5,1999,0
ALB,COP5,1999,2
DZA,COP5,1999,2
AGO,COP5,1999,0
ATG,COP5,1999,2
ARG,COP5,1999,24
ARM,COP5,1999,1
AUS,COP5,1999,24
AUT,COP5,1999,18
AZE,COP5,1999,3
BHS,COP5,1999,1
BHR,COP5,1999,0
BGD,COP5,1999,7
BRB,COP5,1999,2
BLR,COP5,1999,0
BEL,COP5,1999,17
BLZ,COP5,1999,0
BEN,COP5,1999,6
BTN,COP5,1999,3
BOL,COP5,1999,9
BIH,COP5,1999,0
BWA,COP5,1999,3
BRA,COP5,1999,30
BRN,COP5,1999,0
BGR,COP5,1999,4
BFA,COP5,1999,5
BDI,COP5,1999,2
CPV,COP5,1999,0
KHM,COP5,1999,5
CMR,COP5,1999,0
CAN,COP5,1999,42
CAF,COP5,1999,2
TCD,COP5,1999,2
CHL,COP5,1999,10
CHN,COP5,1999,23
COL,COP5,1999,10
COM,COP5,1999,2
COG,COP5,1999,3
COK,COP5,1999,5
CRI,COP5,1999,3
CIV,COP5,1999,6
HRV,COP5,1999,4
CUB,COP5,1999,4
CYP,COP5,1999,1
CZE,COP5,1999,7
ZAR,COP5,1999,2
DNK,COP5,1999,22
DJI,COP5,1999,2
DMA,COP5,1999,1
DOM,COP5,1999,2
ECU,COP5,1999,7
EGY,COP5,1999,6
SLV,COP5,1999,10
GNQ,COP5,1999,0
ERI,COP5,1999,2
EST,COP5,1999,3
ETH,COP5,1999,3
FJI,COP5,1999,4
FIN,COP5,1999,54
FRA,COP5,1999,38
GAB,COP5,1999,0
GMB,COP5,1999,2
GEO,COP5,1999,6
DEU,COP5,1999,87
GHA,COP5,1999,6
GRC,COP5,1999,4
GRD,COP5,1999,0
GTM,COP5,1999,6
GIN,COP5,1999,5
GNB,COP5,1999,5
GUY,COP5,1999,0
HTI,COP5,1999,3
HND,COP5,1999,4
HUN,COP5,1999,7
ISL,COP5,1999,7
IND,COP5,1999,10
IDN,COP5,1999,21
IRN,COP5,1999,10
IRQ,COP5,1999,0
IRL,COP5,1999,17
ISR,COP5,1999,1
ITA,COP5,1999,23
JAM,COP5,1999,5
JPN,COP5,1999,28
JOR,COP5,1999,3
KAZ,COP5,1999,8
KEN,COP5,1999,4
KIR,COP5,1999,3
KWT,COP5,1999,10
KGZ,COP5,1999,0
LAO,COP5,1999,4
LVA,COP5,1999,4
LBN,COP5,1999,1
LSO,COP5,1999,3
LBR,COP5,1999,0
LBY,COP5,1999,6
LIE,COP5,1999,2
LTU,COP5,1999,1
LUX,COP5,1999,3
MKD,COP5,1999,4
MDG,COP5,1999,0
MWI,COP5,1999,2
MYS,COP5,1999,7
MDV,COP5,1999,2
MLI,COP5,1999,6
MLT,COP5,1999,3
MHL,COP5,1999,2
MRT,COP5,1999,3
MUS,COP5,1999,2
MEX,COP5,1999,17
FSM,COP5,1999,12
MCO,COP5,1999,1
MNG,COP5,1999,5
MNE,COP5,1999,0
MAR,COP5,1999,8
MOZ,COP5,1999,2
MMR,COP5,1999,2
NAM,COP5,1999,0
NRU,COP5,1999,3
NPL,COP5,1999,3
NLD,COP5,1999,29
NZL,COP5,1999,6
NIC,COP5,1999,5
NER,COP5,1999,5
NGA,COP5,1999,13
NOR,COP5,1999,25
OMN,COP5,1999,3
PAK,COP5,1999,5
PLW,COP5,1999,0
PAN,COP5,1999,2
PNG,COP5,1999,6
PRY,COP5,1999,10
PER,COP5,1999,8
PHL,COP5,1999,11
POL,COP5,1999,17
PRT,COP5,1999,25
QAT,COP5,1999,5
KOR,COP5,1999,18
MDA,COP5,1999,2
ROM,COP5,1999,4
RUS,COP5,1999,10
RWA,COP5,1999,4
KNA,COP5,1999,0
LCA,COP5,1999,2
VCT,COP5,1999,0
WSM,COP5,1999,4
SMR,COP5,1999,0
STP,COP5,1999,0
SAU,COP5,1999,15
SEN,COP5,1999,5
SCG,COP5,1999,0
SYC,COP5,1999,2
SLE,COP5,1999,3
SGP,COP5,1999,5
SVK,COP5,1999,5
SVN,COP5,1999,4
SLB,COP5,1999,3
SOM,COP5,1999,0
ZAF,COP5,1999,11
ESP,COP5,1999,11
LKA,COP5,1999,3
